Transaction ID,Customer ID,Purchase Date,Age,Gender,Location,Online/Offline,Online Store,Category,Item Purchased,Brand,Color,Size,Quantity,Purchase Amount (₹),Discount (%),Festival/Sale,Shipping Charge (₹),Delivery Speed,Delivery Time (Days),Subscription Status,Payment Method,Review Rating,Return Status,Previous Purchases,season,age_group
TXN505251,CUST000628,2024-08-18,55,Male,Chennai,Offline,In-Store Purchase,Clothing,Trousers,Max,Beige,XXL,1,1178,21,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Returned,1,monsoon,Adult
TXN505769,CUST002135,2024-08-18,19,Female,Bangalore,Online,Myntra,Accessories,Socks,Wildcraft,Olive,Free Size,1,393,6,Standard Day,40,Express,1,No,Debit Card,2,Returned,26,monsoon,Young Adult
TXN506186,CUST003037,2024-08-18,59,Other,Delhi,Online,Myntra,Clothing,Jacket,Puma,Black,M,1,4468,9,Standard Day,40,Express,1,No,UPI,4,Not Returned,0,monsoon,Adult
TXN506287,CUST002979,2024-08-18,46,Male,Chandigarh,Online,Myntra,Clothing,Kurta,Max,Brown,L,1,1235,11,Standard Day,99,Express,2,No,Debit Card,3,Not Returned,2,monsoon,Adult
TXN506894,CUST002423,2024-08-18,24,Female,Bhubaneswar,Online,Myntra,Clothing,Hoodie,Nike,Grey,M,1,6010,0,Standard Day,40,Standard,5,No,Credit Card,4,Not Returned,40,monsoon,Young Adult
TXN507639,CUST000430,2024-08-18,31,Male,Surat,Offline,In-Store Purchase,Clothing,T-shirt,Allen Solly,Beige,L,1,475,12,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,4,Returned,2,monsoon,Adult
TXN507911,CUST000366,2024-08-18,53,Male,Surat,Online,Flipkart,Clothing,Kurta,FabIndia,Blue,XS,1,4299,15,Standard Day,0,Same Day,0,Yes,Cash on Delivery,3,Not Returned,61,monsoon,Adult
TXN507971,CUST000257,2024-08-18,55,Female,Lucknow,Online,Flipkart,Accessories,Sunglasses,Fastrack,Navy,Free Size,3,4902,3,Standard Day,0,Express,1,Yes,UPI,2,Not Returned,5,monsoon,Adult
TXN500131,CUST000740,2024-08-19,47,Female,Bangalore,Online,Ajio,Clothing,T-shirt,Puma,Brown,L,1,596,0,Standard Day,0,Standard,5,No,Cash on Delivery,5,Not Returned,11,monsoon,Adult
TXN500427,CUST001054,2024-08-19,42,Male,Delhi,Online,Amazon,Clothing,Kurta,Max,Navy,L,2,3737,7,Standard Day,0,Standard,3,No,Cash on Delivery,3,Returned,20,monsoon,Adult
TXN500702,CUST003115,2024-08-19,26,Female,Chandigarh,Online,Nykaa,Footwear,Sneakers,HRX,Brown,11,1,4822,14,Standard Day,40,Standard,7,No,Cash on Delivery,1,Returned,10,monsoon,Adult
TXN501074,CUST002635,2024-08-19,62,Male,Hyderabad,Offline,In-Store Purchase,Clothing,Hoodie,Nike,Brown,S,1,6448,26,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,5,monsoon,Adult
TXN501445,CUST003488,2024-08-19,42,Female,Patna,Online,Ajio,Footwear,Sneakers,Adidas,Olive,8,1,4108,15,Standard Day,60,Standard,6,No,UPI,4,Not Returned,1,monsoon,Adult
TXN504590,CUST001465,2024-08-19,57,Male,Pune,Offline,In-Store Purchase,Footwear,Running Shoes,Puma,Green,6,1,4659,28,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,5,Returned,5,monsoon,Adult
TXN505567,CUST001346,2024-08-19,63,Male,Chennai,Online,Ajio,Footwear,Boots,Zara,Olive,8,1,10918,32,Independence Day Sale,0,Standard,4,No,UPI,5,Not Returned,21,monsoon,Adult
TXN505897,CUST000948,2024-08-19,38,Female,Bhubaneswar,Online,Flipkart,Clothing,Kurta,FabIndia,Red,XXL,1,1476,0,Standard Day,40,Standard,5,No,UPI,4,Not Returned,25,monsoon,Adult
TXN507815,CUST001765,2024-08-19,59,Female,Kochi,Online,Nykaa,Clothing,Saree,FabIndia,Green,M,1,2435,0,Standard Day,40,Standard,3,No,Cash on Delivery,3,Not Returned,66,monsoon,Adult
TXN507840,CUST003481,2024-08-19,46,Male,Chennai,Online,Myntra,Clothing,Jacket,Puma,Navy,L,1,6209,4,Standard Day,0,Standard,5,Yes,Net Banking,4,Not Returned,7,monsoon,Adult
TXN509211,CUST002496,2024-08-19,36,Female,Jaipur,Offline,In-Store Purchase,Clothing,Kurta,Biba,Black,S,1,2202,13,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,3,Not Returned,28,monsoon,Adult
TXN500080,CUST000012,2024-08-20,21,Male,Surat,Online,Flipkart,Clothing,Kurta,Biba,Navy,S,1,1765,5,Standard Day,40,Standard,6,No,UPI,3,Not Returned,32,monsoon,Young Adult
TXN500227,CUST000960,2024-08-20,33,Male,Mumbai,Offline,In-Store Purchase,Clothing,Dress,Levis,Brown,M,1,1336,11,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,38,monsoon,Adult
TXN500459,CUST000259,2024-08-20,45,Male,Hyderabad,Online,Nykaa,Footwear,Running Shoes,HRX,White,8,3,20106,11,Standard Day,60,Standard,5,No,UPI,3,Not Returned,2,monsoon,Adult
TXN500886,CUST002391,2024-08-20,18,Male,Gurgaon,Online,Nykaa,Footwear,Slippers,Bata,Navy,11,2,656,1,Standard Day,40,Same Day,0,No,UPI,4,Not Returned,12,monsoon,Young Adult
TXN501238,CUST001061,2024-08-20,57,Male,Mumbai,Online,Nykaa,Clothing,T-shirt,Nike,Beige,XS,3,6817,22,Independence Day Sale,40,Standard,6,No,Net Banking,3,Returned,0,monsoon,Adult
TXN504678,CUST003108,2024-08-20,38,Male,Pune,Online,Myntra,Footwear,Heels,Hush Puppies,Brown,8,2,7102,11,Standard Day,0,Same Day,0,Yes,UPI,5,Not Returned,26,monsoon,Adult
TXN505331,CUST002091,2024-08-20,50,Male,Mumbai,Online,Ajio,Footwear,Running Shoes,Nike,Beige,10,1,18429,2,Standard Day,0,Express,1,No,Debit Card,3,Not Returned,1,monsoon,Adult
TXN505550,CUST000017,2024-08-20,25,Male,Indore,Online,Ajio,Clothing,Jeans,Max,Beige,XS,1,1423,13,Standard Day,0,Same Day,0,Yes,UPI,2,Returned,9,monsoon,Young Adult
TXN507163,CUST001096,2024-08-20,58,Male,Chandigarh,Online,Flipkart,Clothing,Jacket,HRX,Blue,XL,2,7023,19,Independence Day Sale,40,Express,1,No,Cash on Delivery,3,Not Returned,4,monsoon,Adult
TXN507654,CUST001774,2024-08-20,50,Female,Delhi,Offline,In-Store Purchase,Footwear,Running Shoes,Nike,Brown,10,1,25999,20,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,9,monsoon,Adult
TXN507891,CUST002804,2024-08-20,47,Male,Gurgaon,Online,Flipkart,Clothing,Saree,Biba,Beige,XL,2,9253,6,Standard Day,0,Standard,7,Yes,Wallet,4,Not Returned,1,monsoon,Adult
TXN507964,CUST001830,2024-08-20,50,Female,Indore,Offline,In-Store Purchase,Footwear,Sandals,Bata,Black,11,1,1629,26,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,3,Not Returned,18,monsoon,Adult
TXN509216,CUST001211,2024-08-20,59,Male,Jaipur,Online,Amazon,Footwear,Slippers,Hush Puppies,Green,7,1,1323,11,Standard Day,0,Standard,7,No,Credit Card,3,Not Returned,51,monsoon,Adult
TXN509385,CUST002067,2024-08-20,58,Female,Mumbai,Offline,In-Store Purchase,Footwear,Heels,Max,Navy,9,2,1741,12,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,3,Not Returned,1,monsoon,Adult
TXN509922,CUST002787,2024-08-20,21,Male,Kolkata,Online,Flipkart,Footwear,Sneakers,Adidas,White,11,2,8184,3,Standard Day,99,Standard,6,No,UPI,4,Not Returned,39,monsoon,Young Adult
TXN500129,CUST001194,2024-08-21,35,Male,Chandigarh,Online,Amazon,Clothing,Shorts,Puma,Black,M,1,1185,11,Standard Day,0,Standard,4,Yes,UPI,3,Not Returned,2,monsoon,Adult
TXN501200,CUST000077,2024-08-21,43,Female,Ahmedabad,Online,Ajio,Clothing,Trousers,Levis,Black,S,2,7587,12,Standard Day,60,Standard,4,No,UPI,4,Not Returned,1,monsoon,Adult
TXN502003,CUST001438,2024-08-21,28,Male,Mumbai,Online,Nykaa,Footwear,Boots,Hush Puppies,Red,7,1,4120,15,Standard Day,0,Express,2,Yes,Credit Card,5,Not Returned,0,monsoon,Adult
TXN502562,CUST002147,2024-08-21,20,Female,Bangalore,Online,Flipkart,Footwear,Running Shoes,HRX,Olive,9,2,6948,10,Standard Day,40,Express,1,No,Wallet,3,Not Returned,4,monsoon,Young Adult
TXN503130,CUST002925,2024-08-21,21,Female,Kolkata,Offline,In-Store Purchase,Clothing,Jacket,Adidas,Navy,XS,2,9132,14,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,5,Not Returned,1,monsoon,Young Adult
TXN503961,CUST001378,2024-08-21,47,Female,Kolkata,Offline,In-Store Purchase,Footwear,Sneakers,Nike,Olive,9,1,8267,13,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,3,Not Returned,30,monsoon,Adult
TXN505051,CUST001011,2024-08-21,47,Male,Ahmedabad,Offline,In-Store Purchase,Accessories,Sunglasses,Levis,Beige,Free Size,1,4473,24,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,3,Not Returned,21,monsoon,Adult
TXN505621,CUST002083,2024-08-21,19,Male,Patna,Online,Amazon,Clothing,Kurta,Max,Grey,M,1,1685,6,Standard Day,40,Standard,7,No,Credit Card,2,Not Returned,52,monsoon,Young Adult
TXN505798,CUST002682,2024-08-21,59,Male,Kolkata,Online,Meesho,Clothing,Dress,Roadster,Navy,M,1,1561,29,Independence Day Sale,40,Standard,6,No,UPI,2,Not Returned,4,monsoon,Adult
TXN505971,CUST003440,2024-08-21,20,Female,Mumbai,Offline,In-Store Purchase,Footwear,Running Shoes,HRX,Beige,6,1,7661,15,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,0,monsoon,Young Adult
TXN506033,CUST000335,2024-08-21,25,Male,Kochi,Online,Amazon,Clothing,Kurta,Max,Brown,M,1,579,1,Standard Day,99,Standard,7,No,UPI,2,Not Returned,28,monsoon,Young Adult
TXN507097,CUST002612,2024-08-21,41,Male,Jaipur,Online,Meesho,Clothing,Jeans,Levis,Grey,S,1,3972,9,Standard Day,0,Standard,7,No,Net Banking,3,Not Returned,10,monsoon,Adult
TXN507588,CUST000474,2024-08-21,60,Male,Indore,Online,Myntra,Clothing,Jacket,Nike,Olive,XS,1,9570,2,Standard Day,0,Express,1,Yes,Credit Card,3,Not Returned,4,monsoon,Adult
TXN508931,CUST002402,2024-08-21,44,Male,Visakhapatnam,Offline,In-Store Purchase,Footwear,Running Shoes,Puma,Blue,7,1,15792,19,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,3,Not Returned,39,monsoon,Adult
TXN509630,CUST000644,2024-08-21,58,Female,Mumbai,Online,Flipkart,Accessories,Cap,Tommy Hilfiger,Navy,M,1,1650,9,Standard Day,0,Standard,5,No,Debit Card,4,Not Returned,2,monsoon,Adult
TXN509888,CUST002491,2024-08-21,32,Female,Patna,Online,Flipkart,Accessories,Backpack,Fastrack,White,Free Size,1,3309,8,Standard Day,40,Express,1,No,UPI,3,Not Returned,19,monsoon,Adult
TXN500007,CUST001597,2024-08-22,21,Female,Hyderabad,Online,Ajio,Clothing,Shorts,Adidas,Olive,XL,2,3396,15,Standard Day,99,Standard,5,No,Credit Card,3,Not Returned,6,monsoon,Young Adult
TXN500798,CUST002413,2024-08-22,50,Male,Noida,Online,Myntra,Clothing,Kurta,FabIndia,White,L,2,4396,15,Standard Day,0,Standard,3,Yes,Wallet,5,Not Returned,55,monsoon,Adult
TXN500891,CUST000987,2024-08-22,43,Male,Kolkata,Online,Myntra,Clothing,Dress,Levis,Olive,XS,1,2862,2,Standard Day,99,Standard,6,No,Credit Card,4,Not Returned,3,monsoon,Adult
TXN501459,CUST000700,2024-08-22,34,Male,Delhi,Online,Flipkart,Footwear,Sneakers,HRX,Navy,6,1,11801,7,Standard Day,0,Standard,6,Yes,Debit Card,3,Not Returned,0,monsoon,Adult
TXN501985,CUST001973,2024-08-22,44,Female,Lucknow,Offline,In-Store Purchase,Accessories,Wallet,Tommy Hilfiger,Beige,Free Size,3,10612,11,In-Store Festival Offer,0,N/A (Offline),0,Yes,Cash,3,Not Returned,1,monsoon,Adult
TXN502875,CUST002406,2024-08-22,23,Male,Patna,Online,Meesho,Footwear,Slippers,Max,White,10,1,130,13,Standard Day,0,Standard,3,Yes,UPI,3,Not Returned,10,monsoon,Young Adult
TXN504176,CUST000623,2024-08-22,47,Male,Gurgaon,Online,Myntra,Clothing,Shorts,Puma,Green,XS,1,1406,3,Standard Day,60,Standard,5,No,Cash on Delivery,3,Returned,3,monsoon,Adult
TXN504268,CUST003409,2024-08-22,38,Male,Chandigarh,Offline,In-Store Purchase,Clothing,Jacket,Roadster,White,M,1,2366,19,In-Store Festival Offer,0,N/A (Offline),0,Yes,Cash,3,Returned,4,monsoon,Adult
TXN505650,CUST001959,2024-08-22,47,Male,Indore,Online,Ajio,Footwear,Sandals,Max,Green,9,1,1343,0,Standard Day,0,Standard,3,Yes,Credit Card,3,Not Returned,11,monsoon,Adult
TXN506428,CUST001583,2024-08-22,50,Male,Kochi,Offline,In-Store Purchase,Clothing,T-shirt,Nike,Navy,XL,3,3148,13,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,5,Not Returned,18,monsoon,Adult
TXN506690,CUST000503,2024-08-22,21,Female,Mumbai,Offline,In-Store Purchase,Clothing,Saree,Biba,White,S,1,2662,27,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,0,monsoon,Young Adult
TXN500624,CUST003422,2024-08-23,61,Female,Jaipur,Offline,In-Store Purchase,Clothing,Jeans,Levis,Black,XXL,3,15345,24,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,5,Not Returned,53,monsoon,Adult
TXN500688,CUST000404,2024-08-23,48,Female,Delhi,Offline,In-Store Purchase,Clothing,Jacket,Nike,Beige,M,1,6465,18,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,21,monsoon,Adult
TXN501179,CUST002721,2024-08-23,49,Female,Chandigarh,Offline,In-Store Purchase,Clothing,Shirt,Max,Black,L,2,1082,22,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,2,Not Returned,12,monsoon,Adult
TXN501812,CUST000852,2024-08-23,58,Male,Gurgaon,Online,Nykaa,Footwear,Running Shoes,HRX,White,6,2,6481,6,Standard Day,0,Standard,4,Yes,UPI,2,Returned,3,monsoon,Adult
TXN502802,CUST002558,2024-08-23,28,Other,Indore,Offline,In-Store Purchase,Clothing,Kurta,Max,Brown,XL,1,373,18,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,3,Not Returned,7,monsoon,Adult
TXN503625,CUST000944,2024-08-23,64,Female,Gurgaon,Online,Amazon,Accessories,Belt,Puma,Red,Free Size,1,529,6,Standard Day,40,Express,1,No,Debit Card,3,Not Returned,2,monsoon,Adult
TXN505647,CUST001934,2024-08-23,27,Female,Pune,Online,Meesho,Footwear,Sneakers,Puma,Blue,8,1,4684,9,Standard Day,0,Standard,6,No,Cash on Delivery,3,Not Returned,14,monsoon,Adult
TXN505878,CUST000746,2024-08-23,57,Male,Indore,Offline,In-Store Purchase,Footwear,Running Shoes,Nike,Green,10,1,3777,15,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,3,Not Returned,5,monsoon,Adult
TXN506867,CUST001440,2024-08-23,52,Other,Indore,Offline,In-Store Purchase,Clothing,T-shirt,H&M,Blue,M,2,3585,23,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Returned,4,monsoon,Adult
TXN509204,CUST002322,2024-08-23,40,Female,Lucknow,Online,Amazon,Clothing,Jacket,Nike,Red,S,2,10256,12,Standard Day,60,Express,2,No,Debit Card,4,Not Returned,37,monsoon,Adult
TXN509475,CUST002316,2024-08-23,49,Male,Noida,Online,Meesho,Footwear,Boots,Max,Grey,11,2,10290,8,Standard Day,0,Same Day,0,Yes,UPI,2,Returned,9,monsoon,Adult
TXN509493,CUST001134,2024-08-23,50,Female,Kochi,Offline,In-Store Purchase,Footwear,Sneakers,Nike,Navy,6,2,7167,11,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Returned,0,monsoon,Adult
TXN509765,CUST002298,2024-08-23,32,Female,Chennai,Online,Amazon,Footwear,Running Shoes,Nike,Olive,9,1,4303,12,Standard Day,40,Standard,5,No,Debit Card,4,Not Returned,0,monsoon,Adult
TXN502042,CUST000545,2024-08-24,56,Female,Indore,Offline,In-Store Purchase,Footwear,Running Shoes,Adidas,White,10,2,27444,24,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,8,monsoon,Adult
TXN503027,CUST000528,2024-08-24,47,Male,Indore,Offline,In-Store Purchase,Clothing,Saree,FabIndia,White,XL,2,18137,18,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,7,monsoon,Adult
TXN503392,CUST002659,2024-08-24,46,Female,Surat,Online,Ajio,Accessories,Backpack,Tommy Hilfiger,Grey,Free Size,1,2277,9,Standard Day,0,Standard,3,Yes,UPI,5,Not Returned,20,monsoon,Adult
TXN504392,CUST001454,2024-08-24,45,Female,Patna,Online,Myntra,Accessories,Bag,Tommy Hilfiger,White,Free Size,1,4062,7,Standard Day,60,Standard,6,No,UPI,3,Not Returned,14,monsoon,Adult
TXN504463,CUST002774,2024-08-24,51,Female,Gurgaon,Online,Myntra,Clothing,Shorts,Puma,Grey,XL,2,1481,1,Standard Day,60,Standard,4,No,Debit Card,5,Not Returned,31,monsoon,Adult
TXN504745,CUST000465,2024-08-24,23,Female,Kolkata,Online,Ajio,Footwear,Sandals,Max,Navy,10,3,3498,6,Standard Day,60,Same Day,0,No,UPI,3,Not Returned,3,monsoon,Young Adult
TXN504829,CUST003094,2024-08-24,44,Female,Chandigarh,Online,Meesho,Clothing,T-shirt,HRX,Grey,XL,2,910,12,Independence Day Sale,40,Standard,7,No,UPI,2,Not Returned,1,monsoon,Adult
TXN505853,CUST002125,2024-08-24,41,Male,Chennai,Offline,In-Store Purchase,Footwear,Heels,Bata,Grey,7,1,1937,13,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,3,Not Returned,55,monsoon,Adult
TXN506100,CUST002284,2024-08-24,37,Male,Chandigarh,Offline,In-Store Purchase,Accessories,Socks,Tommy Hilfiger,White,Free Size,1,640,16,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Not Returned,10,monsoon,Adult
TXN506320,CUST000791,2024-08-24,27,Female,Lucknow,Online,Meesho,Footwear,Sneakers,Puma,Red,10,1,2513,21,Independence Day Sale,60,Standard,5,No,Debit Card,4,Not Returned,21,monsoon,Adult
TXN507355,CUST001369,2024-08-24,39,Male,Surat,Offline,In-Store Purchase,Clothing,Jeans,Zara,Grey,L,1,1740,12,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,3,Not Returned,1,monsoon,Adult
TXN507522,CUST002636,2024-08-24,24,Female,Patna,Online,Meesho,Accessories,Socks,Wildcraft,Beige,Free Size,1,358,7,Standard Day,0,Same Day,0,Yes,UPI,3,Returned,4,monsoon,Young Adult
TXN507859,CUST000543,2024-08-24,60,Male,Delhi,Online,Flipkart,Accessories,Belt,Levis,Red,Free Size,1,1041,14,Standard Day,40,Standard,5,No,Credit Card,4,Not Returned,0,monsoon,Adult
TXN509426,CUST001831,2024-08-24,34,Female,Ahmedabad,Offline,In-Store Purchase,Footwear,Boots,Max,White,7,3,5659,28,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,4,Not Returned,1,monsoon,Adult
TXN500497,CUST001240,2024-08-25,36,Female,Chennai,Offline,In-Store Purchase,Footwear,Running Shoes,HRX,Green,9,1,4213,17,In-Store Festival Offer,0,N/A (Offline),0,Yes,Credit Card,4,Not Returned,40,monsoon,Adult
TXN501376,CUST000172,2024-08-25,56,Male,Kochi,Offline,In-Store Purchase,Clothing,T-shirt,Nike,Beige,S,1,1071,15,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,4,Not Returned,12,monsoon,Adult
TXN501568,CUST000588,2024-08-25,53,Male,Chennai,Online,Nykaa,Clothing,Kurta,Max,Black,L,3,2387,12,Standard Day,0,Standard,6,No,UPI,2,Not Returned,6,monsoon,Adult
TXN501867,CUST002348,2024-08-25,63,Female,Chandigarh,Online,Myntra,Accessories,Sunglasses,Puma,Grey,Free Size,1,7892,7,Standard Day,0,Standard,7,No,Debit Card,2,Not Returned,1,monsoon,Adult
TXN507192,CUST000217,2024-08-25,54,Female,Jaipur,Online,Myntra,Footwear,Sneakers,Puma,Brown,9,1,14336,8,Standard Day,0,Standard,4,Yes,UPI,4,Not Returned,11,monsoon,Adult
TXN507325,CUST003450,2024-08-25,27,Male,Patna,Online,Amazon,Footwear,Sneakers,HRX,Brown,7,2,7606,15,Standard Day,40,Standard,5,No,UPI,3,Returned,34,monsoon,Adult
TXN507661,CUST001062,2024-08-25,23,Female,Kochi,Online,Meesho,Footwear,Boots,Bata,Olive,7,2,4100,7,Standard Day,40,Express,2,No,UPI,3,Not Returned,15,monsoon,Young Adult
TXN508131,CUST002158,2024-08-25,38,Male,Surat,Offline,In-Store Purchase,Footwear,Running Shoes,Nike,Brown,11,1,25337,23,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,3,Not Returned,16,monsoon,Adult
TXN508259,CUST002382,2024-08-25,25,Male,Indore,Online,Meesho,Footwear,Heels,Hush Puppies,Grey,7,1,4356,12,Standard Day,40,Standard,3,No,Debit Card,4,Not Returned,0,monsoon,Young Adult
TXN508655,CUST000506,2024-08-25,64,Female,Delhi,Online,Flipkart,Accessories,Bag,Puma,Grey,Free Size,4,20908,15,Standard Day,40,Standard,3,No,UPI,4,Not Returned,19,monsoon,Adult
TXN509181,CUST003152,2024-08-25,57,Male,Hyderabad,Online,Ajio,Footwear,Sneakers,Adidas,Brown,7,1,9050,8,Standard Day,0,Express,2,Yes,Wallet,3,Not Returned,46,monsoon,Adult
TXN509627,CUST002072,2024-08-25,43,Female,Patna,Online,Flipkart,Clothing,Shirt,Allen Solly,White,L,1,2465,11,Standard Day,40,Standard,6,No,Cash on Delivery,3,Not Returned,1,monsoon,Adult
TXN500495,CUST001685,2024-08-26,58,Male,Lucknow,Online,Nykaa,Footwear,Running Shoes,HRX,Blue,10,1,6823,36,Independence Day Sale,99,Standard,5,No,Credit Card,4,Not Returned,31,monsoon,Adult
TXN501424,CUST002796,2024-08-26,54,Male,Chennai,Online,Myntra,Footwear,Sneakers,Puma,Green,11,1,18900,11,Standard Day,0,Standard,6,Yes,UPI,2,Returned,0,monsoon,Adult
TXN503383,CUST002302,2024-08-26,34,Male,Bhubaneswar,Online,Flipkart,Footwear,Running Shoes,Puma,Blue,8,2,30089,13,Standard Day,0,Standard,6,Yes,Cash on Delivery,2,Not Returned,5,monsoon,Adult
TXN504067,CUST003339,2024-08-26,40,Male,Ahmedabad,Offline,In-Store Purchase,Clothing,Hoodie,HRX,Green,S,1,3010,22,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,3,Not Returned,49,monsoon,Adult
TXN504324,CUST000602,2024-08-26,52,Female,Patna,Offline,In-Store Purchase,Accessories,Socks,Puma,Green,Free Size,1,550,16,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,4,Not Returned,0,monsoon,Adult
TXN504765,CUST000861,2024-08-26,32,Female,Bangalore,Online,Meesho,Accessories,Backpack,Tommy Hilfiger,Brown,Free Size,3,18255,8,Standard Day,0,Standard,6,No,Debit Card,4,Not Returned,0,monsoon,Adult
TXN504841,CUST001675,2024-08-26,60,Male,Kochi,Online,Flipkart,Clothing,Dress,Max,White,XS,1,1890,15,Standard Day,40,Standard,5,No,Cash on Delivery,3,Not Returned,1,monsoon,Adult
TXN508392,CUST001690,2024-08-26,53,Male,Visakhapatnam,Online,Nykaa,Footwear,Heels,Zara,Brown,6,1,1888,6,Standard Day,0,Standard,7,No,Credit Card,3,Not Returned,2,monsoon,Adult
TXN508843,CUST000899,2024-08-26,31,Female,Hyderabad,Online,Flipkart,Footwear,Boots,Zara,White,6,1,14056,3,Standard Day,0,Express,2,Yes,UPI,4,Returned,1,monsoon,Adult
TXN509024,CUST000727,2024-08-26,53,Male,Mumbai,Online,Amazon,Accessories,Belt,Puma,Beige,M,2,2435,8,Standard Day,0,Same Day,0,No,UPI,4,Returned,46,monsoon,Adult
TXN501112,CUST002039,2024-08-27,45,Female,Pune,Offline,In-Store Purchase,Clothing,Hoodie,Adidas,Beige,S,1,6108,28,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Not Returned,0,monsoon,Adult
TXN502583,CUST001470,2024-08-27,46,Female,Mumbai,Online,Myntra,Accessories,Cap,Fastrack,Red,Free Size,1,352,10,Standard Day,40,Standard,7,No,Net Banking,2,Not Returned,0,monsoon,Adult
TXN504550,CUST001831,2024-08-27,34,Female,Ahmedabad,Online,Flipkart,Clothing,Hoodie,Nike,Blue,M,1,3740,0,Standard Day,40,Standard,3,No,UPI,4,Returned,1,monsoon,Adult
TXN507128,CUST000564,2024-08-27,49,Male,Pune,Online,Nykaa,Clothing,Shorts,HRX,Grey,XS,1,882,9,Standard Day,0,Express,2,No,Credit Card,3,Returned,23,monsoon,Adult
TXN507229,CUST000517,2024-08-27,23,Female,Mumbai,Online,Nykaa,Accessories,Belt,Tommy Hilfiger,Green,S,1,3672,11,Standard Day,0,Standard,3,No,UPI,4,Not Returned,2,monsoon,Young Adult
TXN508497,CUST001506,2024-08-27,39,Female,Bangalore,Online,Myntra,Clothing,Saree,Max,Red,XS,2,8673,15,Standard Day,40,Same Day,0,No,Credit Card,3,Not Returned,4,monsoon,Adult
TXN508676,CUST000695,2024-08-27,34,Female,Bangalore,Online,Nykaa,Clothing,Jacket,Puma,Blue,M,1,2006,11,Standard Day,40,Standard,7,No,Debit Card,4,Returned,27,monsoon,Adult
TXN509413,CUST002118,2024-08-27,44,Female,Indore,Online,Meesho,Accessories,Wallet,Levis,Navy,Free Size,1,2346,5,Standard Day,0,Standard,3,No,Debit Card,4,Not Returned,17,monsoon,Adult
TXN509801,CUST000649,2024-08-27,25,Female,Lucknow,Online,Myntra,Clothing,Shorts,Adidas,Red,XS,1,1296,7,Standard Day,0,Standard,6,Yes,Cash on Delivery,3,Not Returned,16,monsoon,Young Adult
TXN500065,CUST000930,2024-08-28,28,Male,Bhubaneswar,Online,Ajio,Clothing,Saree,FabIndia,Brown,XXL,3,5409,6,Standard Day,40,Express,2,No,Debit Card,4,Not Returned,1,monsoon,Adult
TXN500630,CUST001275,2024-08-28,29,Female,Noida,Online,Nykaa,Clothing,Jacket,Puma,Olive,XXL,1,4796,3,Standard Day,0,Express,2,No,UPI,4,Not Returned,18,monsoon,Adult
TXN500683,CUST003281,2024-08-28,40,Female,Lucknow,Offline,In-Store Purchase,Clothing,Jacket,Puma,Grey,L,1,6283,17,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,4,Not Returned,0,monsoon,Adult
TXN502382,CUST000236,2024-08-28,40,Female,Gurgaon,Online,Ajio,Accessories,Wallet,Tommy Hilfiger,Black,Free Size,1,3320,6,Standard Day,40,Express,1,No,UPI,4,Not Returned,26,monsoon,Adult
TXN503387,CUST001454,2024-08-28,45,Female,Patna,Online,Flipkart,Footwear,Heels,Max,White,10,2,4300,2,Standard Day,60,Standard,3,No,Cash on Delivery,4,Not Returned,18,monsoon,Adult
